0	0.02	0.09	0.17	0.04	0.14	0.23	0.08	0.22	0.36	0.15	0.32	0.48	0.19	0.35	0.51
2	0.02	0.10	0.18	0.05	0.16	0.28	0.10	0.27	0.43	0.19	0.38	0.57	0.22	0.40	0.58
4	0.02	0.10	0.19	0.06	0.19	0.31	0.12	0.31	0.50	0.23	0.44	0.65	0.24	0.44	0.64
6	0.01	0.10	0.19	0.06	0.19	0.32	0.12	0.32	0.52	0.24	0.46	0.68	0.25	0.46	0.67
8	0.01	0.10	0.19	0.05	0.18	0.31	0.11	0.30	0.49	0.23	0.44	0.65	0.24	0.44	0.64
10	0.01	0.10	0.19	0.04	0.16	0.29	0.09	0.25	0.42	0.19	0.37	0.56	0.20	0.39	0.57
12	0.01	0.10	0.19	0.03	0.14	0.25	0.06	0.20	0.34	0.13	0.30	0.47	0.16	0.32	0.49
14	0.00	0.09	0.19	0.02	0.12	0.23	0.04	0.16	0.28	0.09	0.23	0.38	0.11	0.26	0.41
16	0.00	0.09	0.19	0.02	0.11	0.20	0.02	0.13	0.24	0.05	0.18	0.30	0.07	0.21	0.35
18	-0.01	0.09	0.19	0.01	0.10	0.18	0.01	0.11	0.21	0.03	0.14	0.26	0.05	0.18	0.31
20	-0.02	0.08	0.18	0.01	0.09	0.17	0.00	0.09	0.18	0.02	0.12	0.23	0.03	0.16	0.29
22	-0.01	0.08	0.17	0.00	0.08	0.16	0.00	0.08	0.17	0.01	0.12	0.22	0.02	0.15	0.28
24	-0.01	0.08	0.17	-0.01	0.07	0.15	0.00	0.08	0.16	0.01	0.11	0.22	0.02	0.15	0.28
26	-0.02	0.07	0.17	-0.01	0.07	0.15	-0.01	0.07	0.16	0.00	0.11	0.22	0.02	0.15	0.29
28	-0.03	0.07	0.17	-0.02	0.07	0.15	-0.01	0.07	0.16	0.00	0.11	0.22	0.02	0.16	0.30
30	-0.03	0.07	0.17	-0.02	0.06	0.14	-0.02	0.07	0.16	0.00	0.11	0.23	0.02	0.17	0.32
32	-0.03	0.07	0.17	-0.02	0.06	0.14	-0.02	0.07	0.16	0.00	0.11	0.23	0.01	0.18	0.34
34	-0.03	0.07	0.17	-0.02	0.06	0.13	-0.02	0.07	0.16	0.00	0.12	0.23	0.01	0.19	0.37
36	-0.03	0.07	0.16	-0.02	0.06	0.13	-0.02	0.07	0.16	0.00	0.12	0.23	0.01	0.20	0.40
38	-0.03	0.07	0.16	-0.02	0.05	0.13	-0.02	0.07	0.15	0.00	0.12	0.24	0.01	0.21	0.41
40	-0.03	0.06	0.15	-0.02	0.05	0.13	-0.01	0.07	0.15	0.00	0.13	0.25	0.01	0.22	0.42
42	-0.03	0.06	0.15	-0.02	0.06	0.13	-0.01	0.07	0.16	0.00	0.13	0.27	0.01	0.22	0.43
44	-0.03	0.06	0.14	-0.02	0.06	0.13	-0.02	0.08	0.17	-0.01	0.14	0.28	0.02	0.22	0.42
46	-0.02	0.06	0.13	-0.02	0.06	0.13	-0.02	0.08	0.19	0.00	0.14	0.28	0.03	0.22	0.41
48	-0.01	0.05	0.12	-0.02	0.06	0.14	-0.02	0.09	0.20	0.01	0.14	0.28	0.05	0.23	0.40
50	-0.01	0.06	0.12	-0.02	0.06	0.15	-0.02	0.09	0.21	0.02	0.15	0.28	0.08	0.25	0.41
52	-0.02	0.06	0.13	-0.02	0.07	0.16	-0.01	0.10	0.20	0.04	0.17	0.29	0.12	0.29	0.45
54	-0.03	0.06	0.15	-0.02	0.07	0.15	0.01	0.10	0.20	0.06	0.20	0.33	0.17	0.35	0.53
56	-0.03	0.06	0.15	-0.01	0.06	0.14	0.01	0.11	0.21	0.08	0.24	0.40	0.23	0.43	0.63
58	-0.03	0.06	0.15	-0.01	0.06	0.13	0.00	0.12	0.24	0.10	0.29	0.49	0.29	0.51	0.73
60	-0.04	0.06	0.15	-0.02	0.06	0.13	-0.01	0.13	0.27	0.10	0.33	0.56	0.33	0.56	0.80
62	-0.04	0.05	0.14	-0.02	0.05	0.13	-0.02	0.14	0.29	0.10	0.35	0.59	0.34	0.59	0.83
64	-0.04	0.05	0.14	-0.03	0.05	0.13	-0.02	0.13	0.29	0.09	0.34	0.58	0.32	0.58	0.83
66	-0.04	0.05	0.13	-0.03	0.05	0.13	-0.03	0.12	0.27	0.07	0.31	0.55	0.28	0.54	0.81
68	-0.04	0.04	0.13	-0.03	0.05	0.13	-0.03	0.11	0.24	0.05	0.27	0.50	0.24	0.50	0.77
70	-0.04	0.04	0.12	-0.03	0.04	0.12	-0.03	0.09	0.22	0.02	0.24	0.45	0.19	0.45	0.71
72	-0.04	0.04	0.12	-0.03	0.04	0.12	-0.03	0.08	0.20	0.00	0.21	0.41	0.15	0.40	0.65
74	-0.05	0.04	0.13	-0.03	0.04	0.11	-0.04	0.08	0.19	-0.01	0.18	0.37	0.12	0.35	0.58
76	-0.05	0.04	0.14	-0.03	0.04	0.11	-0.04	0.07	0.18	-0.02	0.16	0.34	0.09	0.30	0.51
78	-0.05	0.04	0.14	-0.03	0.04	0.11	-0.04	0.07	0.17	-0.02	0.14	0.30	0.07	0.25	0.44
80	-0.05	0.05	0.14	-0.03	0.04	0.11	-0.04	0.06	0.16	-0.01	0.13	0.27	0.05	0.21	0.37
82	-0.05	0.05	0.15	-0.03	0.04	0.11	-0.03	0.06	0.16	-0.01	0.12	0.24	0.04	0.18	0.33
84	-0.05	0.06	0.16	-0.03	0.05	0.12	-0.03	0.06	0.16	0.01	0.11	0.22	0.04	0.17	0.30
86	-0.05	0.06	0.18	-0.02	0.06	0.13	-0.02	0.07	0.17	0.02	0.12	0.22	0.05	0.17	0.30
88	-0.05	0.07	0.19	-0.02	0.06	0.14	-0.01	0.09	0.18	0.03	0.14	0.24	0.07	0.19	0.31
90	-0.03	0.08	0.20	-0.01	0.08	0.16	0.01	0.10	0.20	0.05	0.16	0.27	0.09	0.21	0.34
92	-0.03	0.09	0.21	0.00	0.09	0.17	0.02	0.12	0.23	0.06	0.18	0.31	0.11	0.24	0.38
94	-0.02	0.10	0.21	0.00	0.10	0.19	0.03	0.14	0.25	0.08	0.21	0.35	0.13	0.28	0.42
96	-0.02	0.10	0.21	0.01	0.11	0.21	0.05	0.17	0.29	0.10	0.25	0.39	0.16	0.31	0.46
98	-0.01	0.09	0.19	0.03	0.13	0.23	0.06	0.20	0.33	0.13	0.29	0.45	0.18	0.35	0.52
100	0.00	0.10	0.20	0.04	0.15	0.26	0.08	0.24	0.39	0.16	0.35	0.53	0.21	0.40	0.59
